epoch,loss,val_loss
0,5.149659156799316,2.4225008487701416
1,1.5976319313049316,1.2329277992248535
2,0.8158740997314453,0.6368592381477356
3,0.3531988263130188,0.18459777534008026
4,0.1424345076084137,0.1407676637172699
5,0.11719527095556259,0.12092245370149612
6,0.10655427724123001,0.1214461401104927
7,0.09958536922931671,0.11641975492238998
8,0.09886191785335541,0.10411747545003891
9,0.08748505264520645,0.10391273349523544
10,0.08948016166687012,0.10629663616418839
11,0.08114298433065414,0.10961615294218063
12,0.08497606217861176,0.09052404016256332
13,0.0774354636669159,0.10561739653348923
14,0.0904880091547966,0.09780221432447433
15,0.07862065732479095,0.08527669310569763
16,0.07568664848804474,0.07880722731351852
17,0.07102928310632706,0.08566032350063324
18,0.06613660603761673,0.07905970513820648
19,0.06482701748609543,0.07653837651014328
20,0.07793144881725311,0.08113310486078262
21,0.06493522971868515,0.07293881475925446
22,0.06307802349328995,0.08443175256252289
23,0.06543819606304169,0.07462088018655777
24,0.05766931548714638,0.06900306791067123
25,0.05645541101694107,0.0671367421746254
26,0.05536318197846413,0.06674816459417343
27,0.05773412063717842,0.07197505980730057
28,0.05975110083818436,0.07103933393955231
29,0.05502672865986824,0.07335282117128372
30,0.05886927619576454,0.08260206133127213
31,0.056384872645139694,0.06467531621456146
32,0.05222387611865997,0.06517048925161362
33,0.07217186689376831,0.06521057337522507
34,0.0507686473429203,0.06179247424006462
35,0.050367571413517,0.0630340501666069
36,0.051729146391153336,0.06785713881254196
37,0.053140513598918915,0.07046675682067871
38,0.05822305753827095,0.06294241547584534
39,0.04986457899212837,0.06705699115991592
40,0.05124194175004959,0.06356506794691086
41,0.04797763749957085,0.06538786739110947
42,0.07570970803499222,0.06490667164325714
43,0.05015386641025543,0.05827053263783455
44,0.04836553707718849,0.0591534860432148
45,0.047251831740140915,0.05646780878305435
46,0.046753354370594025,0.05821751803159714
47,0.04524923861026764,0.056732140481472015
48,0.045970138162374496,0.05867111682891846
49,0.04458151385188103,0.06292198598384857
50,0.04606182128190994,0.05627932772040367
51,0.04614933207631111,0.05713912472128868
52,0.05302559584379196,0.0565832145512104
53,0.04790344834327698,0.06217184662818909
54,0.05987163260579109,0.0760311707854271
55,0.05003674328327179,0.05821102485060692
56,0.04662749543786049,0.0740664079785347
57,0.04947006702423096,0.05971186235547066
58,0.053725287318229675,0.05509553477168083
59,0.05370986834168434,0.05652700737118721
60,0.044206906110048294,0.05477796122431755
61,0.0425298698246479,0.05373886227607727
62,0.041926633566617966,0.05642928183078766
63,0.04639136791229248,0.060571081936359406
64,0.04401743784546852,0.05641588568687439
65,0.04146844148635864,0.054247353225946426
66,0.04116193577647209,0.053788866847753525
67,0.04187990352511406,0.05316605046391487
68,0.04040435329079628,0.054872337728738785
69,0.04775823652744293,0.07572043687105179
70,0.04768528789281845,0.054058924317359924
71,0.0417100265622139,0.0530257374048233
72,0.04039280489087105,0.05260387063026428
73,0.042789556086063385,0.05364237353205681
74,0.04212579503655434,0.05904780328273773
75,0.0489325188100338,0.09350539743900299
76,0.054436005651950836,0.05130971968173981
77,0.0482383668422699,0.05319847911596298
78,0.041053853929042816,0.05432017892599106
79,0.04168185964226723,0.05136333778500557
80,0.041288603097200394,0.051531411707401276
81,0.04204116761684418,0.0531323105096817
82,0.0416141077876091,0.055969543755054474
83,0.0430375300347805,0.061542633920907974
84,0.0478476956486702,0.052466098219156265
85,0.044610679149627686,0.05585698038339615
86,0.04217233136296272,0.056391388177871704
87,0.03969753533601761,0.05089258775115013
88,0.03810945153236389,0.05185321345925331
89,0.04061900079250336,0.0548892579972744
90,0.03920023888349533,0.05225946754217148
91,0.04336770623922348,0.05184367299079895
92,0.0389861986041069,0.0529366172850132
93,0.0382041297852993,0.052142705768346786
94,0.0376451276242733,0.0507609024643898
95,0.03854639083147049,0.04885999485850334
96,0.038280777633190155,0.050677958875894547
97,0.04260324314236641,0.05077676102519035
98,0.04386370629072189,0.05218645557761192
99,0.038873594254255295,0.05135678872466087
100,0.03792942687869072,0.05276006460189819
101,0.03992557153105736,0.061061739921569824
102,0.0377635657787323,0.051803577691316605
103,0.03748764470219612,0.055841006338596344
104,0.036940798163414,0.052852991968393326
105,0.039267245680093765,0.049116138368844986
106,0.048020780086517334,0.056259509176015854
107,0.053660593926906586,0.052567172795534134
108,0.03828679025173187,0.048008374869823456
109,0.037635162472724915,0.05349306762218475
110,0.037162020802497864,0.051535435020923615
111,0.037243545055389404,0.04828139394521713
112,0.03668767213821411,0.04893668740987778
113,0.042746007442474365,0.0563821941614151
114,0.03762534633278847,0.04729580506682396
115,0.03607349470257759,0.049127597361803055
116,0.036245618015527725,0.04813497141003609
117,0.03606334328651428,0.04802704602479935
118,0.03673162683844566,0.0490795262157917
119,0.03853069990873337,0.054706353694200516
120,0.04824899882078171,0.05632075294852257
121,0.037126656621694565,0.05344893038272858
122,0.03622743859887123,0.04767296090722084
123,0.03564177080988884,0.04569803923368454
124,0.03631545230746269,0.04626265913248062
125,0.03494158014655113,0.046998798847198486
126,0.03546692058444023,0.04669415205717087
127,0.036786869168281555,0.0524284653365612
128,0.034968581050634384,0.0506722629070282
129,0.03542189300060272,0.0472891740500927
130,0.04124261066317558,0.0520290769636631
131,0.03667019307613373,0.056154023855924606
132,0.03834843635559082,0.04607938975095749
133,0.034764256328344345,0.05013648420572281
134,0.036694105714559555,0.0491781122982502
135,0.035701729357242584,0.048998717218637466
136,0.03448854014277458,0.04561975225806236
137,0.03473172336816788,0.0475204698741436
138,0.035829491913318634,0.04952647164463997
139,0.03444506973028183,0.04475460574030876
140,0.03492169454693794,0.05683122202754021
141,0.04344623535871506,0.05916154012084007
142,0.03633511811494827,0.04739036783576012
143,0.034003570675849915,0.0450843945145607
144,0.03546814247965813,0.04643482714891434
145,0.035095732659101486,0.04694562032818794
146,0.03404318168759346,0.04587007686495781
147,0.03377891704440117,0.04657336696982384
148,0.03355589136481285,0.04465554282069206
149,0.03373730927705765,0.04428984969854355
150,0.03413006290793419,0.04666244238615036
151,0.03589869663119316,0.05032896250486374
152,0.03377275913953781,0.04801902174949646
153,0.036621883511543274,0.04790525138378143
154,0.03597014397382736,0.05123917758464813
155,0.040175650268793106,0.04691300168633461
156,0.034359220415353775,0.04545477405190468
157,0.03559797629714012,0.05504145473241806
158,0.036779262125492096,0.047674600034952164
159,0.03485599532723427,0.04644056409597397
160,0.03466956317424774,0.044910676777362823
161,0.03337080031633377,0.048101700842380524
162,0.03379496559500694,0.04599171504378319
163,0.034030843526124954,0.04711126536130905
164,0.03302594646811485,0.04374087229371071
165,0.03318795934319496,0.044303443282842636
166,0.03308143839240074,0.04626764729619026
167,0.033515579998493195,0.04441944509744644
168,0.032849427312612534,0.04381665587425232
169,0.03316562622785568,0.04338424652814865
170,0.035498958081007004,0.043720830231904984
171,0.033667437732219696,0.045586831867694855
172,0.03311080485582352,0.04390668496489525
173,0.03264766186475754,0.04311029613018036
174,0.03234560042619705,0.047842513769865036
175,0.03280036523938179,0.0444500669836998
176,0.032745786011219025,0.044497329741716385
177,0.03185786306858063,0.04400349408388138
178,0.032013244926929474,0.044176097959280014
179,0.03224905580282211,0.043102167546749115
180,0.0324687659740448,0.04620618373155594
181,0.03367862105369568,0.046351298689842224
182,0.0343720018863678,0.04450925067067146
183,0.0325501449406147,0.04242130368947983
184,0.033144500106573105,0.04584222286939621
185,0.03248556703329086,0.04305236414074898
186,0.032812975347042084,0.04364699125289917
187,0.031585484743118286,0.042230069637298584
188,0.031685829162597656,0.04269823431968689
189,0.03182617947459221,0.04206719249486923
190,0.03199928253889084,0.04432651400566101
191,0.0326237790286541,0.04202781245112419
192,0.03332219645380974,0.04352492094039917
193,0.03184070065617561,0.04275704175233841
194,0.031421102583408356,0.04476203769445419
195,0.03168223053216934,0.043187350034713745
196,0.03292731195688248,0.047832563519477844
197,0.03304944187402725,0.04489007964730263
198,0.03181570768356323,0.04214506968855858
199,0.03125397115945816,0.04276741296052933
